id,slug,title,identifier,comment_count,upvote_count,view_count,rating_count,average_rating,post_summary.emotions.overall_sentiment,post_summary.actions.coin_rotation,post_summary.audio_elements.auditory_transcription,post_summary.psycological_view_of_video.trait_one,post_summary.psycological_view_of_video.trait_two,post_summary.psycological_view_of_video.trait_three
1135,c5bede379b7a50a4bc6dbfda5ab6449eac189204,The criticism is awesome soil within which to grow your faith in yourself. And your ironclad trust in your finest instincts.#leadership #productivity #service ##Love#critics #criticism,kd-TkB1,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1136,d9e0cd48f5d9d38c5e762f66e6aae0680a38950d,Change your environment… 💯 - Jeannie Mai - Credits_ The same room - #mindsetgrowth #mindsetmatter #personalgrowthtips #mindsetquote #realtalks #jeanniemai,KwVsa_u,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1137,b92302c717083ec3739701681106e96b46881b7d,“There’s a lot you can share…” 🤍 - Codie Sanchez - Credits_ Chris Willx - #relationshipsadvice #couplesadvice #relationshipgoal #couplegoals #powercouple #codiesanchez,R-nDIDc,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1138,32bcf2506cd8423cc5f13dbbee89dd1c168c7ea2,Beauty in unison #gabormate #healthy #inspiration,-9vhAgy,0,2,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1139,2ce7211c06bc83bde04949ed1c692e3f6b73b01a,The good old days… 😞 - Candace Owens - #relationshipquote #marriagequote #oldrelationship #realtalks #candaceowens,07FVx9Q,0,0,12,5,21,No Data,No Data,No Data,No Data,No Data,No Data
1140,c62c3b87a456d86dd37ad3009f4147fc016e9a0a,5 simple ways to make this day better. 🙏🏽#leadership #productivity #service #betterdays,WYIhhl1,0,0,17,5,37,No Data,No Data,No Data,No Data,No Data,No Data
1141,74ccdb707044c499f03ebf07b602378a94e6d8ee,Let them be… #melrobbins #inspiration #dailymotivation,odA7dhs,0,0,9,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1142,51218660d114ab1393bc6a4dd63518d9595f980d,That’s an interesting question… 🤔 - #streetinterviews #hormones #malehormones #femalehormones #realtalks,7kSzW3L,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1143,bf4577636cff6b0bd84cbdd8ac311c7871d80496,Dream Big. Start small. Act now.#leadership #productivity #service #dream,DaFAVgk,0,0,6,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1144,54444fe1fbd27eddf4a8b326706f35cf1e37edbf,“Your relationship with your sibiling…” ❤️ - #maddisonbeer #sibiling #sibilinglove #sibilinggoals #realtalks,2761utX,0,0,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1145,1bad25b6a49f1f2435b6425f45ebcef75c916923,Look at emotion with no judgement. #powerful #drjuliesmith #dailywisdom,IAQG_Zi,0,0,8,4,22,No Data,No Data,No Data,No Data,No Data,No Data
1146,55756358129fdc9e9e13c2f37af218641c5e0ec6,5 Ways To Be An Exceptional Learner #leadership #productivity #service #learn,KOjdy8H,0,0,5,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1147,72c00eccc92f1a8d6a138b65c7e71cc8463b1c05,Self-love is not a weak sport. People who hate themselves pour hate into the world.Those who honor themselves uplift it. Do you agree_ 🙏🏽 #leadership  #productivity  #service,L16RrWD,0,0,12,5,25,No Data,No Data,No Data,No Data,No Data,No Data
1148,701be0144a06ed99ee2ce09ee7677ed17726a75b,How can you heal your trauma_ #inspiration #dailywisdom #gabormate,mLOZ_az,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1149,da274398812e9260fbe64330c3bc5db70fe6160e,“They reject it…” 💔 - Sadia Khan - #relationshipsadvice #relationshiptip #traumatized #realtalks #sadiakhan,r7YydZK,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1150,aebea975d8e4380a1218b02e0266438071a442b4,Built different. #motivation #michaelbjordan #dailywisdom,ZMFLUox,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1151,57008d1509f7d905c41648c6087d1d1a54e53bb5,Leave a ✊🏾 below if you needed to hear this. 🙏🏽 #leadership #productivity #service,vcNKMOf,0,0,5,1,27,No Data,No Data,No Data,No Data,No Data,No Data
1152,c7201bee1f45a1e40b2e4799400079eeb8529aad,The difference between men and women… 🤔 - Pearl Davis - #menvswomen #menvswomenchallenge #womenvsmen #realtalks #pearldavis,ATaGp9T,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1153,9134caf9bbbccea85ee0b3f72b4c8b04a9438eb3,Its not a compromise… #dailywisdom #jordanpeterson #motivation,TrjAoPD,0,1,13,4,31,No Data,No Data,No Data,No Data,No Data,No Data
1154,9fc3cd1bae2200ec5cc6276500d9a4c0550bb4b6,"I’ve heard so many gurus say that ideas are the currency of success and thinking drives the New Economy and we become what we consider all day long. But, to me, ideation without execution is mere delusion",kf845wj,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1155,10760803c715bf23a80ab4997a09879fc5073e2d,“It is a superpower…” ❤️ - Candace Owens - #quotesforwomen #adviceforwomen #motherquote #realtalks #candaceowens,VPVGOzu,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1156,fe6b628621a92e1a904a9d73a983ab96ffe77300,Rest isn’t a luxury—it’s an absolute NECESSITY for growth and the full expression of your gifts + talents. #leadership #productivity #service #rest #recovery #relaxation,bWbHb7X,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1157,2e42f9bd5e2722e9593c94feac73ce62de5db02e,“That what sells eveing news…” 🤯 - Speaker_ Neil DeGrasse Tyson - #fakenewsmedia #fakenews #neildegrassetyson,2OU9khs,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1158,5c346ebc7fe92a6d113712beb38a20aac798090c,Seek truth and adventure awaits! #dailywisdom #inspiration #jordanpeterson,BF2Nms-,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1159,d85a40cb596cf15e7d0075dedba46dcdc1b45f97,Its how you lead your life… #traviskelce #taylorswift #motivation #SuperBowl #inspiration,2h3g9bg,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1160,c2f63bc6e1ab820314ac808faffd1cc7fe3b14b3,“Most men live lives…” 💔 - Joe Rogan - #manquote #quoteformen #adviceforman #menlife #realtalks #joerogan,uTOt6KF,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1161,37040121228dbea9618cc90450aabfcc3c275f46,"In a world of trivial distraction, battleproof your focus. Work in quietude, on a big problem that will revolutionize the lives of those you serve.   #leadership #productivity #service #focus #tactics #top5",kHg1IS-,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1162,3c973d45714c4864ec647094e2e3fe4380b63b3c,Be a minimalist versus a maximalist. Live to the point. Say NO to most activities so you can build the rest of your life around your gorgeous priorities. #leadership #productivity #service #productive #productivity #minimalist,uqHB-qy,0,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1163,5469853e04c5124260b417c6dd9d27708427d006,MORE… #ye #kanyewest #kobebryant #motivation,_t6X4Ut,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1164,ebec770dda3c05670ccd714d1954c44d0469edeb,How to identify a good women… 💎 - Credits_ JustPearlyThings - #traditionalwomen #goodwomen #traditionalvalues #relationshipadviceformen,EhwYM6i,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1165,88bc0f6b79f4baf4cdcf2e568d501f49e7fc4a4e,The truth of atoms,0YbXWkr,0,0,20,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1166,eff032a9ea3b83fc80137f7b7fd84b9c942d3d3b,“It’s so good for your soul…” ❤️ - Justin Waller - #relationshipsadvice #relationshipadviceformen #relationshiptip #realtalks #justinwaller,hkkkXEv,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1167,3f243aa0116ffeac591dbb2ba18f63463c1eecbd,The world needs many more dreamers. Unreasonable souls who fight the urge to be ordinary. You can be one of them. Beginning today.#leadership #productivity #service #inspiration #dreamers #dream,OxAsBZc,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1168,a26182eb20e3d86b5b698c2985ea020899b47bab,Fast video on the need to fail. 🙏🏽👌🏽#leadership #productivity #service #triumph #mistake,xc7A5Ba,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1169,b60a895cdef93f9dbe597409cddf63e964d830d9,I cant make what it is… #dailywisdom #motivation #inspration,aFwHu3V,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1170,85e1251ec310e500e4d282befa72d258f6a5fd16,“My parents raised me well…” ❤️ - #streetinterviews #traditionalwoman #traditionalvalue #realtalks,4uyWCy_,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1171,3c0fe0f315b5a0d6d14f21a1cd81961f4f0eb226,A trauma is a hole that hasnt been filled in. #gettingbettereveryday #inspiration #dailymotivation,gAmyqOF,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1172,c300212b292b289b017c5660ca951a61d6cf2fc0,To lead is to honor you. You’re own values and your unique genius. Watch this quick video to help you leave the crowd and celebrate yourself.#leadership #productivity #service #leadership #leader,1ZR1Yi8,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1173,c728776c0daeeb9e811f0659b7e777cccd76ea2b,It has to break to get better. #dailymotivation #inspration #wisdom,enRFzAN,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1174,291f2fc6bce9a62c027a493589e4116f1e9c887b,"As you love yourself more, you’ll grow intimacy with your natural genius, discover your truest powers and honor your highest self.#leadership #productivity #service #selflove #lo#Loveappiness",40IpgSt,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1175,106f89d86b130aba6fc8f056b24ccdf56a9f95a1,A woman should never do this… 💔 - Speaker_ Sara Al Madani - #relationshipsadvice #relationshiptip #relationshipsadviceforwomen #relationshipgoal #realtalks #saraalmadani,oHvybGv,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1176,38cb5d9e7c1e5e479ca2eec941876bf5ccc7d8dd,Life is so short,KD3Nlql,0,0,6,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1177,c77a4dfa955129fb308ca95ad3415548a0da1454,Leave a 🔥 below if you’ll start monomaniacally focusing on your mission. #leadership #productivity #service,nb7oOmN,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1178,f7094be553090ff2504852f06373089c93298919,What do tou think of A.I._ #inspration #wisdom #entrepreneur,ttwBBBy,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1179,4b2d1c821c95d1eea35d22eda43c7de7760ecd14,The only thing men want from women ❤️ - Speaker_ Sadia Khan - #relationshipsadvice #relationshiptip #relationshipgoal #relationshipsadviceforwomen #realtalks #sadiakhan,-xK0o45,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1180,6c19aa2d04f5afbf9ddf987d9e03642fe2a47727,"Ladies, make smart decisions… ❤️ - Speaker_ Ben Shapiro - #adviceforwomen #adviceforgirl #adviceforladies #realtalks #benshapiro",OL7CruV,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1181,47448d991ab87875af1a53b8956974d012445b14,"Don’t confuse busy with productive nor movement with progress. Retreat from work often to regenerate your energy, creativity and spiritual powers. Write TRUE if you agree with me. Your fan always,Robin #leadership #productivity #service",g6La4q1,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1182,5290896f132126b23c18b0d1700cc9f815229cf9,“Everybody’s headed the same direction” 💯 - Sean Whalen - #lifeadvices #lifequote #mindsetgrowth #mindsetmatter #seanwhalen,3gHhEKS,0,1,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1183,e49566b35fb14e8dac9260b85deaf05fa36e403d,Underneath the brokenness there wholeness #inspiration #wisdom #gabormate,oNQ193v,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1184,2c84eae4c1d20c15f46673366f525094b5ad0ceb,You find it in “the suck” #dailymotivation #willpower #gogginsinspiration,7XVoH6o,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1185,064539d38271fa939c5ca5f111fa5489eb47b3bf,Genuine productivity requires a monomaniacal focus on the few things that count. Clean out the distractions from your work and life and devote to a monomaniacal focus on the few things that matter. Be a PURIST not a generalist,B3lRSbM,0,0,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1186,32005af727d1d9bf8069b7072b7cc3c8b1599aa6,“You can’t just make it happen…” 💔 - Speaker_ Jay Shetty - #relationshipsadvice #relationshiptip #relationshipgoal #relationshipproblem #realtalks #jayshetty,06Q8IJv,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1187,6dd94c4ae033d32b8aa17aef3692458c6615bc95,Its your intentions. #wisdom #inspiration #dailymotivation,zivl2AI,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1188,ddbaf0d187bedf67771f36cae09f67bf77b46c4a,Natural talent is not what defines great individuals. It is the extent of that potential that they capitalize on through consistency and relentlessness.#leadership #productivity #service #naturaltalent #talent,nBF66CE,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1189,1caab5f43435f1ec19d930421b07fd21141c5dbd,This is why we live in a simulation 🤯 - Speaker_ Kanye West - #lifequote #lifesimulation #simulation #kanyewest,YGHSNb0,0,0,8,3,24,No Data,No Data,No Data,No Data,No Data,No Data
1193,f45a9ac7b1d28073803949661387e3cfc661d5e1,"Internal power, cultivated via years of inner work is exponentially more valuable - and fulfilling - than external power.#leadership #productivity #service #business #education #emotionalintelligence",y_qGPeS,0,0,14,8,20,No Data,No Data,No Data,No Data,No Data,No Data
1194,23e30acd0710b702881ebcb386e6e254414cc831,“If a girl really likes you…” ❤️_🩹 - Justin Waller - #relationshipsadvice #relationshiptip #relationshipgoal #relationshiplove #realtalks #justinwaller,pVxAh3Q,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1195,a9868532b4b975ee1fa00609b0e923ab0ee9ba19,They are never going to be able to find anyone like you. #inspiration #dailywisdom #youareawesome,BExS9nU,0,0,5,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1202,fd7077974fcb7be24d83b05e18843ddb30f64ac3,"The Higher Self Podcast + TAG your personal hero in the comments below! Our gorgeous and scary world needs more leaders. Real, everyday",1aON1eV,0,1,12,3,28,No Data,No Data,No Data,No Data,No Data,No Data
1204,1b1daa86be319d5192eeeb7ac46a4f7dab272d69,“The magic you’re looking for…” 🪄 - Speaker_ Chris Williamson - #lifequote #quoteoftheday #quotesaesthetic #realtalks #chriswilliamson,cNI9_fN,0,0,5,2,33,No Data,No Data,No Data,No Data,No Data,No Data
1205,c9b326b6d18778aaae6a624b5b48b495f06a55d8,Have you had to move on from a narcissistic relationship before_ How did you grieve_ #inspiration #dailywisdom #motivation,VesfIBN,0,2,19,6,36,No Data,No Data,No Data,No Data,No Data,No Data
1206,03c0747bebedc676f1d2a73322708e65cfee3cf5,"I’m sitting in the Roman sunshine writing. Where are you in the world and what are you doing_ Love, Robin #leadership #productivity #service #writing #routine #sunshine",FFa6PY0,0,1,6,1,25,No Data,No Data,No Data,No Data,No Data,No Data
1207,a50e2a224a0176418fe0b0a9a1d54aed092cb64f,Women love it when you make plans… 💯 - Credits_ YMH Studios #relationshipadviceformen #relationshipsadvice #relationshiptip #relationshipadvicefortheguys #realtalks,Qhf0Q1u,0,1,3,3,31,No Data,No Data,No Data,No Data,No Data,No Data
1208,df45f0b4abcae8341c0293432e040d8e71d9fdb1,Agree or disagree_ #dailywisdom #learningontiktok #motivation,JpTgzwF,0,1,10,4,34,No Data,No Data,No Data,No Data,No Data,No Data
1209,a7491f67366332bc9565ab9b2d66564349a9a849,Mind coloring… never thought of it that way. #wisdom #daikymotivation #dailyinspiration,8IoVMwl,0,0,6,3,29,No Data,No Data,No Data,No Data,No Data,No Data
1210,ad58a722a151fce237d992f07910af069730b7cc,Every master was once a beginner. And every pro began as an amateur. So start now. And stay patient.#leadership #productivity #service #beginner #amateur #master,bz43P9Q,0,1,6,1,3,No Data,No Data,No Data,No Data,No Data,No Data
1211,987e800f4be15ff61ade3b2c506788453d2562be,“Time has the power to change…” 🤍 - Speaker_ KingNels - #personalgrowthmindset #successquote #mindsetquote #mindsetgrowth #realtalks,RkDxVUS,0,0,6,1,26,No Data,No Data,No Data,No Data,No Data,No Data
1212,fac19f19b5449153fcb559c72945ce885c5a8129,“She has to handle that…” 💯 - Dan Blizerian - Credits_ Full Send - #relationshipsadvice #relationshiptip #relationshipsadviceforwomen #realtalks #danblizerian,gH6RufM,0,2,2,1,29,No Data,No Data,No Data,No Data,No Data,No Data
1213,1f5fd46f6b4189a8fd4b4666ccfc0f35eec1c92d,Type YES if you agree 🙏🏽 #leadership #productivity #service #critics,Hqbza60,0,1,4,1,27,No Data,No Data,No Data,No Data,No Data,No Data
1214,1246306a15208506331c2c98c9deeeaa2e0a7ce3,The person who quit. #inspiration #dailymotivation #wisdom,C7-SZuL,0,4,29,7,36,No Data,No Data,No Data,No Data,No Data,No Data
1215,9cd52e9b59d42a957817aa4438799f4f8590ac87,“Your solution is separate but equal…_” 🤔 - Candace Owens - #woke #candaceowens #activists,em3RUfM,0,0,8,5,32,No Data,No Data,No Data,No Data,No Data,No Data
1216,73c04881e7184b2f18da443be0556baee434e072,Strive for true vitality…#dailywisdom #inspostories #motivation,SLeMmHV,0,1,4,2,28,No Data,No Data,No Data,No Data,No Data,No Data
1217,9c19c03acff1fffa3649ec6df87bb0e0201dbb5d,Writing of gratitude in a journal allows you to relive the more beautiful parts of your life on a daily basis.#leadership #productivity #service,voRdCwR,0,0,9,5,36,No Data,No Data,No Data,No Data,No Data,No Data
1218,3dc88c80357d35fc5906bc500c9bf21a8b660ed7,“If you have the qualities…” 🤍 - Sara Al Madani - #relationshipsadvice #relationshiptip #relationshipgoal #relationshipsadviceforwomen #realtalks #saraalmadani,7kvVuWe,0,1,5,1,21,No Data,No Data,No Data,No Data,No Data,No Data
1219,d0b5099dcaeb629396e7d4fa0f9505344f402c79,"Small steps, huge victories… Physical health is just as important as mental. ##dailymotivation##inspiration##wisdom",paGmrHn,0,0,9,2,27,No Data,No Data,No Data,No Data,No Data,No Data
1220,e0f2634de2d0659b07c0aabb351df3209560d5b6,The discomfort of change is always better than the heartbreak of complacency.#leadership #productivity #service,HdnrLhR,0,1,4,1,28,No Data,No Data,No Data,No Data,No Data,No Data
1221,9eedeb6b6f21e82b2635d1bfb98254047a8e1b83,“A guy can have…” 😬 - Matt Rife - #relationshipsadvice #relationshiptip #relationshipadviceforwomen #adviceforwomen #friendshipquote #realtalks #mattrife #comedy,Sew6CGK,0,0,5,2,28,No Data,No Data,No Data,No Data,No Data,No Data
1223,87d42b1a6d36a19eaad78b970b2f52b172f46c4c,"As you rise in human maturity, you’ll be less interested in trivial pursuits.And you will ascend toward a happiness that knows few bounds. And a peace that requires no luxuries",4mTgk4D,0,0,4,1,22,No Data,No Data,No Data,No Data,No Data,No Data
1224,75d5959cd2fda5dcbebcb4a3380a4a58131d80c4,Early morning exercise. The world’s greatest medicine. Do you agree_✌🏽#leadership #productivity #service #workout #exercise #medicine,sFeTtDx,0,0,19,4,69,No Data,No Data,No Data,No Data,No Data,No Data
1225,ec66e2a782eb832c2e880ccacdd38f07134d271f,Insufficient sleep predicts… 🤯 - Matthew Walker - #lifeadvices #sleepingadvice #insufficientsleep #sleepadvice #matthewwalker,nH_Ow3P,0,0,12,4,13,No Data,No Data,No Data,No Data,No Data,No Data
1226,88b0f17f9c6db843ecd9621bf567750857d5cd0c,Wisdom comes from knowing that what others say about you is not your reality. It’s their reality. #dailywisdom #inspiration #dailyawakenings,UPNK4YW,0,0,15,2,35,No Data,No Data,No Data,No Data,No Data,No Data
1227,6be50ebfb4490ccbfe8c9e1076301c7cd86bb98e,Hope… sometimes its all we have. #wisdom #motivation #dailyinspiration,PhQC6Vl,0,1,7,1,25,No Data,No Data,No Data,No Data,No Data,No Data
1228,c8e797b87986187694af7b3509d64397ef5f4f26,“If there is a God…” 🤔 Neil DeGrasse Tyson - #god #godquote #believeingod #realtalks #neildegrassetyson,KAQdkpF,0,0,4,3,33,No Data,No Data,No Data,No Data,No Data,No Data
1229,5a5ccaae8450f4875c0973dd45a8889358f4ee9c,A quick video on honoring + reclaiming your native genius. 🙏🏽 #leadership #productivity #service #howtowininlife,Qt2DgV5,0,0,0,1,25,No Data,No Data,No Data,No Data,No Data,No Data
1230,e6010a5dab8c7179e558f8236d8e0540555cb48d,Many talk of “hustle” these days. But the idea that working longer and harder makes you more productive and better is outdated.This quick episode walks you through my philosophy on this essential insight,Y_syxtM,0,0,10,6,45,No Data,No Data,No Data,No Data,No Data,No Data
1231,ab79136ec1fe8d82cb38f079b45d47643d8e0b8a,The fact you are alive is incredible. My hope is tou never take it for granted. #inspiration #motivation #dailywisdom,kpdL3vn,0,1,8,1,22,No Data,No Data,No Data,No Data,No Data,No Data
1232,90c6900b891b6d02ea4034e960ebac781af02173,How to overcome addictions… 🤯 - Tony Robbins - Credits_ Lewis Howes - #addictions #overcomingaddiction #realtalks #tonyrobbins,aKQo05l,0,0,5,4,36,No Data,No Data,No Data,No Data,No Data,No Data
1233,2a404975132a2f8989e0fc422d312b6a3dc1e222,“We are actors…” #dailywisdom #inspiration #motivation,rp7MGH4,1,0,4,3,32,No Data,No Data,No Data,No Data,No Data,No Data
1234,30d15c62604237a75f8537bb9142a8b8f703db2f,What is the _one thing_ that 40% of your level of happiness depends upon_#leadership #productivity #service #happiness #happy #parents #mindset #dailyroutine,XmXYkfO,0,1,6,1,24,No Data,No Data,No Data,No Data,No Data,No Data
1235,83eef545c86e1dd05760b0565f309a76b14081a3,“You have created the groundwork…” 💔 - Sadia Khan - Credits_ Untempered Podcast - #relationshipadvice #relationshiptip #relationshipquote #relationshipgoal #realtalks #sadiakhan,sjpO_Z4,0,0,8,3,32,No Data,No Data,No Data,No Data,No Data,No Data
1236,785651bc14ed3a05899a04487128da30e02eff3c,‘Love thyself’. #motivation #inspiration #dailywisdom,hQKd5BN,0,2,6,1,23,No Data,No Data,No Data,No Data,No Data,No Data
1237,531cfec2b56c9893257491ab90c599704adecdc2,In this video I'll teach you how to go from victimhoodto leadership. #leadership #productivity #service #heroism,Hb-k30D,0,2,4,1,29,No Data,No Data,No Data,No Data,No Data,No Data
1238,a6509117195bc92ce1cabc31a4226dacdfcb8761,That’s so much worse… 😬 - Matt Rife - #friendshipquote #friendshiptip #relationshipsadvice #relationshiptip #realtalks #mattrife,9r66Fv-,0,1,8,1,29,No Data,No Data,No Data,No Data,No Data,No Data
1239,15def853ada051f29ca8cc7939d7d5625f1db4fb,Abscess analogy for trauma is spot on. 👏 #dailywisdom #wisdom #dailyinspiration,xLWBMVH,0,0,3,1,17,No Data,No Data,No Data,No Data,No Data,No Data
1240,4bb230baf6865a588bbea42b73b30c4f5206c57d,Leadership isn't just for CEOs and presidents. We ALL can lead. Because leadership's mostly a mindset and a way of doing things.Hope these insights on the true meaning of leadership help you multiply your productivity,sTZ7Iwo,0,2,7,1,36,No Data,No Data,No Data,No Data,No Data,No Data
1241,a3f254f416b43d5b522678a5f913fe2eac7270f9,“Listen to what they do…” 💯 - Justin Waller #relationshipsadvice #relationshiptip #relationshipgoal #realtalks #justinwaller,jQI7QeA,0,1,8,1,33,No Data,No Data,No Data,No Data,No Data,No Data
1242,3d5c386df70a27e6f5d13c7e1ad8e74c2946faf8,Am I traumitized_ #dailyinspiration #wisdom #motivation,EbfoGE3,0,2,15,1,28,No Data,No Data,No Data,No Data,No Data,No Data
1243,a209fc22fe25bcd5b103b8d03ae1168d5b3cec00,“Listen to what they do…” 💯 - Justin Waller #relationshipsadvice #relationshiptip #relationshipgoal #realtalks #justinwaller,qRn78pr,0,0,19,1,35,No Data,No Data,No Data,No Data,No Data,No Data
1244,baee381f6d288f58cbf6002926c74246c42ce266,World-class performance is less about your genetics and more about your habits.Make the decision to start the new practices that will help you live your genius. And then show it to the world.#leadership #productivity #service,Ey06Oax,0,1,13,1,32,No Data,No Data,No Data,No Data,No Data,No Data
1245,82fea3dfe2da452b8dc0b58f5990d8f857c9b5f6,“Giftedness” is a myth. Elite performance is so much more about daily habits over natural genius. #leadership #productivity #service #practice,1ehM7cV,0,0,14,3,31,No Data,No Data,No Data,No Data,No Data,No Data
1246,eb9209d39e7a4a30ef4d62b4128e3948fa921ca1,“The Blame Game…” 🤍 - Sara Al Madani - Credits_ On a Mission - #lifeadvices #lifequote #mindsetgrowth #mindsetmatter #realtalks #saraalmadani #blamegame,j94xz8n,1,3,23,5,35,No Data,No Data,No Data,No Data,No Data,No Data
1247,c254b86cacfbf56588baead5f2a917d089740ebb,“No one’s coming…” 🤍 - Ed Mylett - #lifeadvices #lifequote #lifetip  #successquote #adviceforguys #adviceforboy #realtalks #edmylett,Y1W9cUV,0,1,16,4,21,No Data,No Data,No Data,No Data,No Data,No Data
1248,cab75846edb29da59774bd41a82a7e43ff88daa5,The Biggest Red Flag… 🚩 - Matt Rife - Credits_ Whitney - #friendshipquote #friendshipadvice #friendshipgoal #maleandfemalefriends #menandwomenfriendships #mattrife,qKxVfXR,0,2,20,3,20,No Data,No Data,No Data,No Data,No Data,No Data
1249,41d77d0d7f36b8fe76f6d9e756a31a56f5c516a6,"Right here, right now! Powerful! #wisdom #motivation #inspiration",oKQDfTN,0,3,16,1,35,No Data,No Data,No Data,No Data,No Data,No Data
1250,e1c735c454d9386b25bb4922a3f4d688a5a1b9bb,🙏🏽,fI7eXA0,1,1,21,1,36,No Data,No Data,No Data,No Data,No Data,No Data
1251,255298e3820376fb6839920ce5848fe8463c925a,Do we desire external validation_ #wisdom #motivation #inspiration,FDtErc1,4,5,44,7,42,No Data,No Data,No Data,No Data,No Data,No Data
1252,60ef1ffc92a8bbe66eea5eb03fc085ca0b22f966,Solana is heading up 📈,1EksB9H,0,3,26,4,15,No Data,No Data,No Data,No Data,No Data,No Data
1253,c775a07d5c59f79db17e4f0333e7b2d8a8e7a34c,Replying to @Thomas darya You are right for some! #pepe #crypto #memecoins,KlUlIqT,0,3,65,6,16,No Data,No Data,No Data,No Data,No Data,No Data
1255,9e710105f540d08ebca8587d3086d2de2700a6d1,Shinobi ninja is the play for 2024! Solana is beating eth in every metric. Dont be a jeet #endthestruggletogether #token2049 #shinonbininja #nkds,Y4O9OIV,0,2,62,13,18,No Data,No Data,No Data,No Data,No Data,No Data
1256,6a11df5f5516244bf10983ca883b48e622dcbe3b,Memecoins are wild! #trading #crypto #sol #solana #memecoins #bonk #altcoins #btc,PjsLKLn,0,1,50,3,18,No Data,No Data,No Data,No Data,No Data,No Data
1257,4c631cfdaacc54d1c843f982c182d55f3d0e570c,Take part #solana #cryptonews,0rpvsK_,0,1,64,4,14,No Data,No Data,No Data,No Data,No Data,No Data
1258,3f9dbe72eb7e7f881210e3a202f5481175466dba,Risposta a @Franky Sospiry  Do you hold SOLANA_ 👀 Let me know what coin I should do next 👇🏻🤯 #solana #sol #altcoin #crypto,yHAxERK,1,2,44,3,16,No Data,No Data,No Data,No Data,No Data,No Data
1262,2587facb19d58cc47ac4a1dc57ca93deddcc8cef,Solana price prediction in 2025! #solana #sol #altcoins #altcoin #crypto #cryptocurrency #eth #bnb #dot #xrp #avax #ada #btc,8Hx-9o1,0,0,36,6,21,No Data,No Data,No Data,No Data,No Data,No Data
1263,e061ee4db3aef083e7edc9b8a6f9a37fbb008f98,Trading memecoins in 2024 ____ $DUKO ON SOLANA #memecoins #memecoin #solana,4KY_R0R,0,2,37,14,16,No Data,No Data,No Data,No Data,No Data,No Data
